Date,Old Testament,New Testament,Psalm,Proverbs
17-Sep-2017,1 Samuel 9:1-27,John 6:22-29,Psalm 106:32-46,Proverbs 23:17-18
18-Sep-2017,1 Samuel 10:1-27,John 6:30-42,Psalm 106:47-48,Proverbs 23:19-21
19-Sep-2017,1 Samuel 11:1-15,John 6:43-52,Psalm 107:1-3,Proverbs 23:22
20-Sep-2017,1 Samuel 12:1-25,John 6:53-71,Psalm 107:4-32,Proverbs 23:23
21-Sep-2017,1 Samuel 13:1-23,John 7:1-13,Psalm 107:33-43,Proverbs 23:24
22-Sep-2017,1 Samuel 14:1-23,John 7:14-30,Psalm 108:1-4,Proverbs 23:25-28
23-Sep-2017,1 Samuel 14:24-52,John 7:31-36,Psalm 108:5-13,Proverbs 23:29-35
24-Sep-2017,1 Samuel 15:1-35,John 7:37-53,Psalm 109:1-21a,Proverbs 24:1-2
25-Sep-2017,1 Samuel 16:1-23,John 8:1-11,Psalm 109:21b-31,Proverbs 24:3-4
26-Sep-2017,1 Samuel 17:1-40,John 8:12-20,Psalm 110:1-3,Proverbs 24:5-6
27-Sep-2017,1 Samuel 17:41-18:4,John 8:21-24,Psalm 110:4-7,Proverbs 24:7
28-Sep-2017,1 Samuel 18:5-30,John 8:25-30,Psalm 111:1-4a,Proverbs 24:8
29-Sep-2017,1 Samuel 19:1-24,John 8:31-36,Psalm 111:4b-10,Proverbs 24:9-10
30-Sep-2017,1 Samuel 20:1-34,John 8:37-59,Psalm 112:1-3,Proverbs 24:11-12
1-Oct-2017,1 Samuel 20:35-21:15,John 9:1-13,Psalm 112:4-10,Proverbs 24:13-14
2-Oct-2017,1 Samuel 22:1-23,John 9:14-41,Psalm 113:1-9,Proverbs 24:15-16
3-Oct-2017,1 Samuel 23:1-29,John 10:1-10,Psalm 114:1-8,Proverbs 24:17-20
4-Oct-2017,1 Samuel 24:1-22,John 10:11-21,Psalm 115:1-10,Proverbs 24:21-22
5-Oct-2017,1 Samuel 25:1-44,John 10:22-29,Psalm 115:11-18,Proverbs 24:23-25
6-Oct-2017,1 Samuel 26:1-25,John 10:30-42,Psalm 116:1-5,Proverbs 24:26
7-Oct-2017,1 Samuel 27:1-28:25,John 11:1-29,Psalm 116:6-14,Proverbs 24:27
8-Oct-2017,1 Samuel 29:1-30:20,John 11:30-54,Psalm 116:15-117:2,Proverbs 24:28-29
9-Oct-2017,1 Samuel 30:21-31:13,John 11:55-12:8,Psalm 118:1-7,Proverbs 24:30-34
10-Oct-2017,2 Samuel 1:1-16,John 12:9-19,Psalm 118:8-18,Proverbs 25:1-5
11-Oct-2017,2 Samuel 1:17-2:11,John 12:20-36,Psalm 118:19-26,Proverbs 25:6-8
12-Oct-2017,2 Samuel 2:12-3:5,John 12:37-50,Psalm 118:27-29,Proverbs 25:9-10
13-Oct-2017,2 Samuel 3:6-39,John 13:1-20,Psalm 119:1-8,Proverbs 25:11-14
14-Oct-2017,2 Samuel 4:1-5:12,John 13:21-30,Psalm 119:9-16,Proverbs 25:15
15-Oct-2017,2 Samuel 5:13-6:23,John 13:31-38,Psalm 119:17-24,Proverbs 25:16
16-Oct-2017,2 Samuel 7:1-29,John 14:1-14,Psalm 119:25-32,Proverbs 25:17
17-Oct-2017,2 Samuel 8:1-18,John 14:15-26,Psalm 119:33-40,Proverbs 25:18-19
18-Oct-2017,2 Samuel 9:1-10:19,John 14:27-31,Psalm 119:41-48,Proverbs 25:20-22
19-Oct-2017,2 Samuel 11:1-27,John 15:1-17,Psalm 119:49-58,Proverbs 25:23-24
20-Oct-2017,2 Samuel 12:1-14,John 15:18-27,Psalm 119:59-64,Proverbs 25:25-27
21-Oct-2017,2 Samuel 12:15-31,John 16:1-16,Psalm 119:65-72,Proverbs 25:28
22-Oct-2017,2 Samuel 13:1-22,John 16:17-33,Psalm 119:73-80,Proverbs 26:1-2
23-Oct-2017,2 Samuel 13:23-39,John 17:1-26,Psalm 119:81-88,Proverbs 26:3-5
24-Oct-2017,2 Samuel 14:1-33,John 18:1-14,Psalm 119:89-96,Proverbs 26:6-8
25-Oct-2017,2 Samuel 15:1-22,John 18:15-24,Psalm 119:97-104,Proverbs 26:9-12
26-Oct-2017,2 Samuel 15:23-16:4,John 18:25-19:22,Psalm 119:105-112,Proverbs 26:13-16
27-Oct-2017,2 Samuel 16:5-23,John 19:23-30,Psalm 119:113-120,Proverbs 26:17
28-Oct-2017,2 Samuel 17:1-16,John 19:31-42,Psalm 119:121-128,Proverbs 26:18-19
29-Oct-2017,2 Samuel 17:17-29,John 20:1-18,Psalm 119:129-136,Proverbs 26:20
30-Oct-2017,2 Samuel 18:1-18,John 20:19-31,Psalm 119:137-152,Proverbs 26:21-22
31-Oct-2017,2 Samuel 18:19-19:10,John 21:1-14,Psalm 119:153-159,Proverbs 26:23
1-Nov-2017,2 Samuel 19:11-40,John 21:15-25,Psalm 119:160-168,Proverbs 26:24-26
2-Nov-2017,2 Samuel 19:41-20:13,Acts 1:1-14,Psalm 119:169-176,Proverbs 26:27
3-Nov-2017,2 Samuel 20:14-26,Acts 1:15-26,Psalm 120:1-7,Proverbs 26:28
4-Nov-2017,2 Samuel 21:1-22,Acts 2:1-21,Psalm 121:1-4,Proverbs 27:1-2
5-Nov-2017,2 Samuel 22:1-46,Acts 2:22-47,Psalm 121:5-8,Proverbs 27:3
6-Nov-2017,2 Samuel 22:47-23:23,Acts 3:1-11,Psalm 122:1-5,Proverbs 27:4-6
7-Nov-2017,2 Samuel 23:24-24:9,Acts 3:12-26,Psalm 122:6-9,Proverbs 27:7-9
8-Nov-2017,2 Samuel 24:10-25,Acts 4:1-22,Psalm 123:1-2,Proverbs 27:10
9-Nov-2017,1 Kings 1:1-37,Acts 4:23-37,Psalm 123:3-4,Proverbs 27:11
10-Nov-2017,1 Kings 1:38-53,Acts 5:1-11,Psalm 124:1-6,Proverbs 27:12
11-Nov-2017,1 Kings 2:1-25,Acts 5:12-42,Psalm 124:7-8,Proverbs 27:13
12-Nov-2017,1 Kings 2:26-3:2,Acts 6:1-6,Psalm 125:1-3,Proverbs 27:14
13-Nov-2017,1 Kings 3:3-28,Acts 6:7-15,Psalm 125:4-5,Proverbs 27:15-16
14-Nov-2017,1 Kings 4:1-34,Acts 7:1-10,Psalm 126:1-3,Proverbs 27:17
15-Nov-2017,1 Kings 5:1-6:13,Acts 7:11-29,Psalm 126:4-6,Proverbs 27:18-20
16-Nov-2017,1 Kings 6:14-38,Acts 7:30-43,Psalm 127:1-2,Proverbs 27:21-22
17-Nov-2017,1 Kings 7:1-26,Acts 7:44-50,Psalm 127:3-5,Proverbs 27:23-27
18-Nov-2017,1 Kings 7:27-51,Acts 7:51-60,Psalm 128:1-4,Proverbs 28:1
19-Nov-2017,1 Kings 8:1-21,Acts 8:1-13,Psalm 128:5-6,Proverbs 28:2
20-Nov-2017,1 Kings 8:22-66,Acts 8:14-24,Psalm 129:1-4,Proverbs 28:3-5
21-Nov-2017,1 Kings 9:1-28,Acts 8:25-40,Psalm 129:5-8,Proverbs 28:6-7
22-Nov-2017,1 Kings 10:1-29,Acts 9:1-9,Psalm 130:1-5,Proverbs 28:8-10
23-Nov-2017,1 Kings 11:1-28,Acts 9:10-25,Psalm 130:6-8,Proverbs 28:11
24-Nov-2017,1 Kings 11:29-12:19,Acts 9:26-35,Psalm 131:1-132:9,Proverbs 28:12-13
25-Nov-2017,1 Kings 12:20-13:6,Acts 9:36-43,Psalm 132:10-12,Proverbs 28:14
26-Nov-2017,1 Kings 13:7-34,Acts 10:1-8,Psalm 132:13-18,Proverbs 28:15-16
27-Nov-2017,1 Kings 14:1-31,Acts 10:9-23,Psalm 133:1-2,Proverbs 28:17-18
28-Nov-2017,1 Kings 15:1-24,Acts 10:24-33,Psalm 133:3,Proverbs 28:19-20
29-Nov-2017,1 Kings 15:25-16:28,Acts 10:34-48,Psalm 134:1-135:4,Proverbs 28:21-22
30-Nov-2017,1 Kings 16:29-17:24,Acts 11:1-18,Psalm 135:5-12,Proverbs 28:23-24
1-Dec-2017,1 Kings 18:1-19,Acts 11:19-30,Psalm 135:13-21,Proverbs 28:25-26
2-Dec-2017,1 Kings 18:20-46,Acts 12:1-19,Psalm 136:1-12,Proverbs 28:27-28
3-Dec-2017,1 Kings 19:1-14,Acts 12:20-23,Psalm 136:13-26,Proverbs 29:1
4-Dec-2017,1 Kings 19:15-20:15,Acts 12:24-13:12,Psalm 137:1-4,Proverbs 29:2-4
5-Dec-2017,1 Kings 20:16-43,Acts 13:13-15,Psalm 137:5-9,Proverbs 29:5-8
6-Dec-2017,1 Kings 21:1-29,Acts 13:16-25,Psalm 138:1-6,Proverbs 29:9-11
7-Dec-2017,1 Kings 22:1-28,Acts 13:26-37,Psalm 138:7-8,Proverbs 29:12-14
8-Dec-2017,1 Kings 22:29-53,Acts 13:38-43,Psalm 139:1-12,Proverbs 29:15-17
9-Dec-2017,2 Kings 1:1-18,Acts 13:44-14:7,Psalm 139:13-24,Proverbs 29:18
10-Dec-2017,2 Kings 2:1-25,Acts 14:8-20,Psalm 140:1-8,Proverbs 29:19-20
11-Dec-2017,2 Kings 3:1-27,Acts 14:21-28,Psalm 140:9-13,Proverbs 29:21-22
12-Dec-2017,2 Kings 4:1-17,Acts 15:1-21,Psalm 141:1-2,Proverbs 29:23
13-Dec-2017,2 Kings 4:18-44,Acts 15:22-35,Psalm 141:3-10,Proverbs 29:24-25
14-Dec-2017,2 Kings 5:1-27,Acts 15:36-16:5,Psalm 142:1-3a,Proverbs 29:26-27
15-Dec-2017,2 Kings 6:1-23,Acts 16:6-15,Psalm 142:3b-7,Proverbs 30:1-4
16-Dec-2017,2 Kings 6:24-7:20,Acts 16:16-24,Psalm 143:1-6,Proverbs 30:5-6
17-Dec-2017,2 Kings 8:1-19,Acts 16:25-40,Psalm 143:7-12,Proverbs 30:7-9
18-Dec-2017,2 Kings 8:20-9:13,Acts 17:1-9,Psalm 144:1-8,Proverbs 30:10
19-Dec-2017,2 Kings 9:14-37,Acts 17:10-15,Psalm 144:9-15,Proverbs 30:11-14
20-Dec-2017,2 Kings 10:1-31,Acts 17:16-34,Psalm 145:1-7,Proverbs 30:15-16
21-Dec-2017,2 Kings 10:32-11:20,Acts 18:1-11,Psalm 145:8-21,Proverbs 30:17
22-Dec-2017,2 Kings 11:21-12:21,Acts 18:12-22,Psalm 146:1-2,Proverbs 30:18-20
23-Dec-2017,2 Kings 13:1-25,Acts 18:23-28,Psalm 146:3-10,Proverbs 30:21-23
24-Dec-2017,2 Kings 14:1-29,Acts 19:1-12,Psalm 147:1-11,Proverbs 30:24-28
25-Dec-2017,2 Kings 15:1-31,Acts 19:13-22,Psalm 147:12-20,Proverbs 30:29-31
26-Dec-2017,2 Kings 15:32-16:20,Acts 19:23-41,Psalm 148:1-4,Proverbs 30:32
27-Dec-2017,2 Kings 17:1-28,Acts 20:1-15,Psalm 148:5-14,Proverbs 30:33
28-Dec-2017,2 Kings 17:29-18:12,Acts 20:16-38,Psalm 149:1,Proverbs 31:1-7
29-Dec-2017,2 Kings 18:13-19:4,Acts 21:1-6,Psalm 149:2-9,Proverbs 31:8-9
30-Dec-2017,2 Kings 19:5-37,Acts 21:7-17,Psalm 150:1-5,Proverbs 31:10-24
31-Dec-2017,2 Kings 20:1-21,Acts 21:18-26,Psalm 150:6,Proverbs 31:25-31
1-Jan-2018,2 Kings 21:1-22:2,Acts 21:27-36,Psalm 1:1-5,Proverbs 1:1-6
2-Jan-2018,2 Kings 22:3-23:7,Acts 21:37-40,Psalm 1:6,Proverbs 1:7-9
3-Jan-2018,2 Kings 23:8-30,Acts 22:1-16,Psalm 2:1-6,Proverbs 1:10-19
4-Jan-2018,2 Kings 23:31-25:7,Acts 22:17-30,Psalm 2:7-12,Proverbs 1:20-23
5-Jan-2018,2 Kings 25:8-30,Acts 23:1-10,Psalm 3:1-5,Proverbs 1:24-28
6-Jan-2018,1 Chronicles 1:1-33,Acts 23:11-15,Psalm 3:6-8,Proverbs 1:29-33
7-Jan-2018,1 Chronicles 1:34-2:17,Acts 23:16-35,Psalm 4:1-3,Proverbs 2:1-5
8-Jan-2018,1 Chronicles 2:18-55,Acts 24:1-23,Psalm 4:4-8,Proverbs 2:6-15
9-Jan-2018,1 Chronicles 3:1-4:4,Acts 24:24-27,Psalm 5:1-6,Proverbs 2:16-22
10-Jan-2018,1 Chronicles 4:5-37,Acts 25:1-13,Psalm 5:7-12,Proverbs 3:1-6
11-Jan-2018,1 Chronicles 4:38-5:17,Acts 25:14-27,Psalm 6:1-5,Proverbs 3:7-8
12-Jan-2018,1 Chronicles 5:18-6:30,Acts 26:1-8,Psalm 6:6-10,Proverbs 3:9-10
13-Jan-2018,1 Chronicles 6:31-81,Acts 26:9-32,Psalm 7:1-9,Proverbs 3:11-12
14-Jan-2018,1 Chronicles 7:1-40,Acts 27:1-6,Psalm 7:10-17,Proverbs 3:13-15
15-Jan-2018,1 Chronicles 8:1-40,Acts 27:7-20,Psalm 8:1,Proverbs 3:16-18
16-Jan-2018,1 Chronicles 9:1-16,Acts 27:21-32,Psalm 8:2-9,Proverbs 3:19-20
17-Jan-2018,1 Chronicles 9:17-10:14,Acts 27:33-44,Psalm 9:1-8,Proverbs 3:21-26
18-Jan-2018,1 Chronicles 11:1-25,Acts 28:1-16,Psalm 9:9-12,Proverbs 3:27-32
19-Jan-2018,1 Chronicles 11:26-12:18,Acts 28:17-31,Psalm 9:13-18,Proverbs 3:33-35
20-Jan-2018,1 Chronicles 12:19-40,Romans 1:1-9,Psalm 9:19-20,Proverbs 4:1-6
21-Jan-2018,1 Chronicles 13:1-14:17,Romans 1:10-17,Psalm 10:1-6,Proverbs 4:7-10
22-Jan-2018,1 Chronicles 15:1-29,Romans 1:18-20,Psalm 10:7-15,Proverbs 4:11-13
23-Jan-2018,1 Chronicles 16:1-36,Romans 1:21-32,Psalm 10:16,Proverbs 4:14-19
24-Jan-2018,1 Chronicles 16:37-17:15,Romans 2:1-11,Psalm 10:17-18,Proverbs 4:20-27
25-Jan-2018,1 Chronicles 17:16-18:17,Romans 2:12-24,Psalm 11:1-6,Proverbs 5:1-6
26-Jan-2018,1 Chronicles 19:1-20:8,Romans 2:25-29,Psalm 11:7,Proverbs 5:7-14
27-Jan-2018,1 Chronicles 21:1-30,Romans 3:1-8,Psalm 12:1-5,Proverbs 5:15-21
28-Jan-2018,1 Chronicles 22:1-19,Romans 3:9-22,Psalm 12:6-8,Proverbs 5:22-23
29-Jan-2018,1 Chronicles 23:1-32,Romans 3:23-31,Psalm 13:1-4,Proverbs 6:1-5
30-Jan-2018,1 Chronicles 24:1-31,Romans 4:1-10,Psalm 13:5-6,Proverbs 6:6-11
31-Jan-2018,1 Chronicles 25:1-26:11,Romans 4:11-12,Psalm 14:1-6,Proverbs 6:12-15
1-Feb-2018,1 Chronicles 26:12-32,Romans 4:13-17,Psalm 14:7,Proverbs 6:16-19
2-Feb-2018,1 Chronicles 27:1-34,Romans 4:18-5:5,Psalm 15:1-5,Proverbs 6:20-26
3-Feb-2018,1 Chronicles 28:1-21,Romans 5:6-11,Psalm 16:1-4,Proverbs 6:27-35
4-Feb-2018,1 Chronicles 29:1-30,Romans 5:12-21,Psalm 16:5-8,Proverbs 7:1-5
5-Feb-2018,2 Chronicles 1:1-2:10,Romans 6:1-14,Psalm 16:9-11,Proverbs 7:6-23
6-Feb-2018,2 Chronicles 2:11-3:17,Romans 6:15-23,Psalm 17:1-5,Proverbs 7:24-27
7-Feb-2018,2 Chronicles 4:1-22,Romans 7:1-4,Psalm 17:6-15,Proverbs 8:1-11
8-Feb-2018,2 Chronicles 5:1-6:11,Romans 7:5-13,Psalm 18:1-3,Proverbs 8:12-13
9-Feb-2018,2 Chronicles 6:12-42,Romans 7:14-25,Psalm 18:4-15,Proverbs 8:14-26
10-Feb-2018,2 Chronicles 7:1-8:10,Romans 8:1-8,Psalm 18:16-24,Proverbs 8:27-32
11-Feb-2018,2 Chronicles 8:11-9:12,Romans 8:9-11,Psalm 18:25-36,Proverbs 8:33-36
12-Feb-2018,2 Chronicles 9:13-10:19,Romans 8:12-25,Psalm 18:37-45,Proverbs 9:1-6
13-Feb-2018,2 Chronicles 11:1-12:16,Romans 8:26-34,Psalm 18:46-50,Proverbs 9:7-8
14-Feb-2018,2 Chronicles 13:1-22,Romans 8:35-39,Psalm 19:1-6,Proverbs 9:9-10
15-Feb-2018,2 Chronicles 14:1-15:8,Romans 9:1-10a,Psalm 19:7-14,Proverbs 9:11-12
16-Feb-2018,2 Chronicles 15:9-16:14,Romans 9:10b-24,Psalm 20:1-6,Proverbs 9:13-18
17-Feb-2018,2 Chronicles 17:1-19,Romans 9:25-33,Psalm 20:7-9,Proverbs 10:1-2
18-Feb-2018,2 Chronicles 18:1-34,Romans 10:1-13,Psalm 21:1-7,Proverbs 10:3-4
19-Feb-2018,2 Chronicles 19:1-11,Romans 10:14-21,Psalm 21:8-13,Proverbs 10:5
20-Feb-2018,2 Chronicles 20:1-37,Romans 11:1-12,Psalm 22:1-18,Proverbs 10:6-7
21-Feb-2018,2 Chronicles 21:1-20,Romans 11:13-21,Psalm 22:19-24,Proverbs 10:8-9
22-Feb-2018,2 Chronicles 22:1-23:21,Romans 11:22-36,Psalm 22:25-26,Proverbs 10:10
23-Feb-2018,2 Chronicles 24:1-27,Romans 12:1-8,Psalm 22:27-31,Proverbs 10:11-12
24-Feb-2018,2 Chronicles 25:1-28,Romans 12:9-21,Psalm 23:1-6,Proverbs 10:13-14
25-Feb-2018,2 Chronicles 26:1-27:9,Romans 13:1-7,Psalm 24:1-2,Proverbs 10:15-16
26-Feb-2018,2 Chronicles 28:1-27,Romans 13:8-14,Psalm 24:3-6,Proverbs 10:17
27-Feb-2018,2 Chronicles 29:1-17,Romans 14:1-9,Psalm 24:7-10,Proverbs 10:18
28-Feb-2018,2 Chronicles 29:18-36,Romans 14:10-15:4,Psalm 25:1-7,Proverbs 10:19
1-Mar-2018,2 Chronicles 30:1-20,Romans 15:5-13,Psalm 25:8-15,Proverbs 10:20-21
2-Mar-2018,2 Chronicles 30:21-31:21,Romans 15:14-22,Psalm 25:16-22,Proverbs 10:22
3-Mar-2018,2 Chronicles 32:1-23,Romans 15:23-33,Psalm 26:1-8,Proverbs 10:23
4-Mar-2018,2 Chronicles 32:24-33:13,Romans 16:1-9,Psalm 26:9-12,Proverbs 10:24-25
5-Mar-2018,2 Chronicles 33:14-34:13,Romans 16:10-20,Psalm 27:1,Proverbs 10:26
6-Mar-2018,2 Chronicles 34:14-33,Romans 16:21-27,Psalm 27:2-3,Proverbs 10:27-28
7-Mar-2018,2 Chronicles 35:1-27,1 Corinthians 1:1-9,Psalm 27:4-6,Proverbs 10:29-30
8-Mar-2018,2 Chronicles 36:1-23,1 Corinthians 1:10-17,Psalm 27:7-10,Proverbs 10:31-32
9-Mar-2018,Ezra 1:1-2:35,1 Corinthians 1:18-25,Psalm 27:11-14,Proverbs 11:1-3
10-Mar-2018,Ezra 2:36-70,1 Corinthians 1:26-2:5,Psalm 28:1-5,Proverbs 11:4
11-Mar-2018,Ezra 3:1-13,1 Corinthians 2:6-16,Psalm 28:6-9,Proverbs 11:5-6
12-Mar-2018,Ezra 4:1-24,1 Corinthians 3:1-4,Psalm 29:1-2,Proverbs 11:7
13-Mar-2018,Ezra 5:1-6:1,1 Corinthians 3:5-15,Psalm 29:3-11,Proverbs 11:8
14-Mar-2018,Ezra 6:2-22,1 Corinthians 3:16-23,Psalm 30:1-3,Proverbs 11:9-11
15-Mar-2018,Ezra 7:1-26,1 Corinthians 4:1-9,Psalm 30:4-12,Proverbs 11:12-13
16-Mar-2018,Ezra 7:27-8:20,1 Corinthians 4:10-21,Psalm 31:1-2,Proverbs 11:14
17-Mar-2018,Ezra 8:21-36,1 Corinthians 5:1-8,Psalm 31:3-8,Proverbs 11:15
18-Mar-2018,Ezra 9:1-15,1 Corinthians 5:9-13,Psalm 31:9-18,Proverbs 11:16-17
19-Mar-2018,Ezra 10:1-17,1 Corinthians 6:1-8,Psalm 31:19-20,Proverbs 11:18-19
20-Mar-2018,Ezra 10:18-44,1 Corinthians 6:9-20,Psalm 31:21-22,Proverbs 11:20-21
21-Mar-2018,Nehemiah 1:1-2:8,1 Corinthians 7:1-16,Psalm 31:23-24,Proverbs 11:22
22-Mar-2018,Nehemiah 2:9-3:14,1 Corinthians 7:17-24,Psalm 32:1-7,Proverbs 11:23
23-Mar-2018,Nehemiah 3:15-4:5,1 Corinthians 7:25-32a,Psalm 32:8-11,Proverbs 11:24-26
24-Mar-2018,Nehemiah 4:6-5:13,1 Corinthians 7:32b-40,Psalm 33:1-5,Proverbs 11:27
25-Mar-2018,Nehemiah 5:14-6:19,1 Corinthians 8:1-3,Psalm 33:6-11,Proverbs 11:28
26-Mar-2018,Nehemiah 7:1-60,1 Corinthians 8:4-13,Psalm 33:12-19,Proverbs 11:29-31
27-Mar-2018,Nehemiah 7:61-8:18,1 Corinthians 9:1-10,Psalm 33:20-22,Proverbs 12:1
28-Mar-2018,Nehemiah 9:1-21,1 Corinthians 9:11-18,Psalm 34:1-3,Proverbs 12:2-3
29-Mar-2018,Nehemiah 9:22-10:27,1 Corinthians 9:19-27,Psalm 34:4-10,Proverbs 12:4
30-Mar-2018,Nehemiah 10:28-39,1 Corinthians 10:1-13,Psalm 34:11-14,Proverbs 12:5-7
31-Mar-2018,Nehemiah 11:1-36,1 Corinthians 10:14-24,Psalm 34:15-22,Proverbs 12:8-9
1-Apr-2018,Nehemiah 12:1-26,1 Corinthians 10:25-33,Psalm 35:1-9,Proverbs 12:10
2-Apr-2018,Nehemiah 12:27-13:14,1 Corinthians 11:1-12,Psalm 35:10-18,Proverbs 12:11
3-Apr-2018,Nehemiah 13:15-31,1 Corinthians 11:13-16,Psalm 35:19-28,Proverbs 12:12-14
4-Apr-2018,Esther 1:1-2:4,1 Corinthians 11:17-22,Psalm 36:1-5,Proverbs 12:15-17
5-Apr-2018,Esther 2:5-3:15,1 Corinthians 11:23-34,Psalm 36:6-9,Proverbs 12:18
6-Apr-2018,Esther 4:1-5:14,1 Corinthians 12:1-7,Psalm 36:10-12,Proverbs 12:19-20
7-Apr-2018,Esther 6:1-7:10,1 Corinthians 12:8-26,Psalm 37:1-6,Proverbs 12:21-23
8-Apr-2018,Esther 8:1-9:15,1 Corinthians 12:27-31,Psalm 37:7-11,Proverbs 12:24
9-Apr-2018,Esther 9:16-10:3,1 Corinthians 13:1-13,Psalm 37:12-20,Proverbs 12:25
10-Apr-2018,Job 1:1-22,1 Corinthians 14:1-9,Psalm 37:21-29,Proverbs 12:26
11-Apr-2018,Job 2:1-3:26,1 Corinthians 14:10-17,Psalm 37:30-33,Proverbs 12:27-28
12-Apr-2018,Job 4:1-5:27,1 Corinthians 14:18-25,Psalm 37:34-40,Proverbs 13:1
13-Apr-2018,Job 6:1-7:21,1 Corinthians 14:26-40,Psalm 38:1-18,Proverbs 13:2-3
14-Apr-2018,Job 8:1-9:24,1 Corinthians 15:1-11,Psalm 38:19-22,Proverbs 13:4
15-Apr-2018,Job 9:25-11:20,1 Corinthians 15:12-28,Psalm 39:1-5,Proverbs 13:5-6
16-Apr-2018,Job 12:1-13:28,1 Corinthians 15:29-44,Psalm 39:6-13,Proverbs 13:7-8
17-Apr-2018,Job 14:1-15:35,1 Corinthians 15:45-58,Psalm 40:1-3,Proverbs 13:9-10
18-Apr-2018,Job 16:1-18:4,1 Corinthians 16:1-9,Psalm 40:4-10,Proverbs 13:11
19-Apr-2018,Job 18:5-19:29,1 Corinthians 16:10-24,Psalm 40:11-13,Proverbs 13:12-14
20-Apr-2018,Job 20:1-21:21,2 Corinthians 1:1-7,Psalm 40:14-17,Proverbs 13:15-16
21-Apr-2018,Job 21:22-22:30,2 Corinthians 1:8-11,Psalm 41:1-3,Proverbs 13:17-19
22-Apr-2018,Job 23:1-24:25,2 Corinthians 1:12-22,Psalm 41:4-13,Proverbs 13:20-23
23-Apr-2018,Job 25:1-27:23,2 Corinthians 1:23-2:11,Psalm 42:1-8,Proverbs 13:24-25
24-Apr-2018,Job 28:1-29:17,2 Corinthians 2:12-14,Psalm 42:9-11,Proverbs 14:1-2
25-Apr-2018,Job 29:18-30:31,2 Corinthians 2:15-17,Psalm 43:1-4,Proverbs 14:3-4
26-Apr-2018,Job 31:1-32:1,2 Corinthians 3:1-11,Psalm 43:5,Proverbs 14:5-6
27-Apr-2018,Job 32:2-33:33,2 Corinthians 3:12-18,Psalm 44:1-3,Proverbs 14:7-8
28-Apr-2018,Job 34:1-37,2 Corinthians 4:1-4,Psalm 44:4-7,Proverbs 14:9-10
29-Apr-2018,Job 35:1-36:33,2 Corinthians 4:5-12,Psalm 44:8-22,Proverbs 14:11-12
30-Apr-2018,Job 37:1-24,2 Corinthians 4:13-18,Psalm 44:23-26,Proverbs 14:13-14
1-May-2018,Job 38:1-39:30,2 Corinthians 5:1-10,Psalm 45:1-6,Proverbs 14:15-16
2-May-2018,Job 40:1-41:34,2 Corinthians 5:11-14,Psalm 45:7-17,Proverbs 14:17-19
3-May-2018,Job 42:1-17,2 Corinthians 5:15-21,Psalm 46:1-7,Proverbs 14:20-21
4-May-2018,Ecclesiastes 1:1-2:23,2 Corinthians 6:1-2,Psalm 46:8-11,Proverbs 14:22-24
5-May-2018,Ecclesiastes 2:24-3:22,2 Corinthians 6:3-13,Psalm 47:1-7,Proverbs 14:25
6-May-2018,Ecclesiastes 4:1-5:9,2 Corinthians 6:14-7:1,Psalm 47:8-9,Proverbs 14:26-27
7-May-2018,Ecclesiastes 5:10-6:12,2 Corinthians 7:2-7,Psalm 48:1-8,Proverbs 14:28-29
8-May-2018,Ecclesiastes 7:1-8:8,2 Corinthians 7:8-10,Psalm 48:9-14,Proverbs 14:30-31
9-May-2018,Ecclesiastes 8:9-9:18,2 Corinthians 7:11-16,Psalm 49:1-9,Proverbs 14:32-33
10-May-2018,Ecclesiastes 10:1-11:10,2 Corinthians 8:1-9,Psalm 49:10-20,Proverbs 14:34-35
11-May-2018,Ecclesiastes 12:1-14,2 Corinthians 8:10-15,Psalm 50:1-6,Proverbs 15:1-3
12-May-2018,Song of Songs 1:1-2:17,2 Corinthians 8:16-20,Psalm 50:7-23,Proverbs 15:4
13-May-2018,Song of Songs 3:1-4:16,2 Corinthians 8:21-24,Psalm 51:1-9,Proverbs 15:5-7
14-May-2018,Song of Songs 5:1-6:13,2 Corinthians 9:1-8,Psalm 51:10-19,Proverbs 15:8-10
15-May-2018,Song of Songs 7:1-8:14,2 Corinthians 9:9-15,Psalm 52:1-7,Proverbs 15:11
16-May-2018,Isaiah 1:1-31,2 Corinthians 10:1-12,Psalm 52:8-9,Proverbs 15:12-14
17-May-2018,Isaiah 2:1-22,2 Corinthians 10:13-18,Psalm 53:1-5,Proverbs 15:15-17
18-May-2018,Isaiah 3:1-4:6,2 Corinthians 11:1-6,Psalm 53:6,Proverbs 15:18-19
19-May-2018,Isaiah 5:1-30,2 Corinthians 11:7-15,Psalm 54:1-4,Proverbs 15:20-21
20-May-2018,Isaiah 6:1-7:9,2 Corinthians 11:16-21a,Psalm 54:5-7,Proverbs 15:22-23
21-May-2018,Isaiah 7:10-25,2 Corinthians 11:21b-33,Psalm 55:1-11,Proverbs 15:24-26
22-May-2018,Isaiah 8:1-22,2 Corinthians 12:1-7a,Psalm 55:12-23,Proverbs 15:27-28
23-May-2018,Isaiah 9:1-21,2 Corinthians 12:7b-10,Psalm 56:1-9,Proverbs 15:29-30
24-May-2018,Isaiah 10:1-23,2 Corinthians 12:11-15,Psalm 56:10-13,Proverbs 15:31-32
25-May-2018,Isaiah 10:24-11:16,2 Corinthians 12:16-21,Psalm 57:1-3,Proverbs 15:33
